N,protocol,layers,fidelity,entropy,entropy_max,confidence
51,linear_quadratic,1,0.012694699872457714,5.191591506168657,6,0.13473474897189053
51,linear_quadratic,2,0.0007954813675139801,3.5968713425631043,6,0.4005214429061493
51,linear_quadratic,3,0.00022864022496556943,3.406776012422951,6,0.43220399792950814
51,linear_quadratic,4,0.0004618025908242437,2.8100506609825717,6,0.5316582231695715
51,linear_quadratic,5,0.0004609658992567556,2.6799940512868172,6,0.5533343247855305
51,linear_quadratic,6,0.0006000382254112364,2.8353204119140076,6,0.5274465980143321
51,linear_quadratic,7,0.0007598235052129656,2.828210423276495,6,0.5286315961205841
51,linear_quadratic,8,0.0008292556470029468,2.838963012252092,6,0.5268394979579847
51,linear_quadratic,9,0.0008450766898874406,2.851678124957149,6,0.5247203125071418
51,linear_quadratic,10,0.0010027526467763467,3.065529826976807,6,0.48907836217053213
51,linear_quadratic,11,0.002854047178623738,2.0645115007637287,6,0.6559147498727118
51,linear_quadratic,1,0.012694699872457714,5.191591506168657,6,0.13473474897189053
51,linear_quadratic,2,0.0007954813675139801,3.5968713425631043,6,0.4005214429061493
51,linear_quadratic,3,0.00022864022496556943,3.406776012422951,6,0.43220399792950814
51,linear_quadratic,4,0.0004618025908242437,2.8100506609825717,6,0.5316582231695715
51,linear_quadratic,5,0.0004609658992567556,2.6799940512868172,6,0.5533343247855305
51,linear_quadratic,6,0.0006000382254112364,2.8353204119140076,6,0.5274465980143321
51,linear_quadratic,7,0.0007598235052129656,2.828210423276495,6,0.5286315961205841
51,linear_quadratic,8,0.0008292556470029468,2.838963012252092,6,0.5268394979579847
51,linear_quadratic,9,0.0008450766898874406,2.851678124957149,6,0.5247203125071418
51,linear_quadratic,10,0.0010027526467763467,3.065529826976807,6,0.48907836217053213
51,linear_quadratic,11,0.002854047178623738,2.0645115007637287,6,0.6559147498727118
51,linear_quadratic,12,7.874346957684914e-05,1.8280018926366581,6,0.6953330178938903
51,linear_quadratic,13,0.0003752318925156987,1.4082993959615864,6,0.7652834340064023
51,linear_quadratic,14,0.00035836744888368533,1.4110944349202075,6,0.7648175941799654
51,linear_quadratic,15,0.00011240597871931422,1.1782257796245983,6,0.8036290367292336
51,linear_quadratic,16,0.00019569798511766712,0.6109542281159729,6,0.8981742953140045
51,linear_quadratic,17,0.00029021304573039776,0.5872897431644293,6,0.9021183761392618
51,linear_quadratic,18,0.0003849130753579067,0.5474336343562197,6,0.90876106094063
51,linear_quadratic,19,0.0004911654722993842,0.6428713247141494,6,0.8928547792143084
51,linear_quadratic,20,0.0004154150853350451,0.6387102412826343,6,0.893548293119561
51,linear_quadratic,21,0.00047152841742329333,0.5946218503270653,6,0.9008963582788224
51,linear_quadratic,22,0.0004758024138278883,0.5920347005574588,6,0.9013275499070902
51,linear_quadratic,23,0.0003029133681196632,0.5439592483986538,6,0.909340125266891
51,linear_quadratic,24,0.0002474124056613178,0.5020631742252969,6,0.9163228042957838
51,linear_quadratic,25,0.00016477392714360457,0.4096064357650513,6,0.9317322607058248
51,linear_quadratic,26,0.00028963857136118443,0.406631387521495,6,0.9322281020797508
51,linear_quadratic,27,0.00032024311142818184,0.41413748448566023,6,0.9309770859190566
51,linear_quadratic,28,0.0005631301539370325,0.42963319402395506,6,0.9283944676626742
51,linear_quadratic,29,0.0002925405444738904,0.4809156772804424,6,0.9198473871199263
51,linear_quadratic,30,0.00028128054787197415,0.48405328412328386,6,0.9193244526461194
51,linear_quadratic,31,0.00028389402407937345,0.48371428010724693,6,0.9193809533154589
51,linear_quadratic,32,0.00015056491757765064,0.6331118755367022,6,0.8944813540772163
51,linear_quadratic,33,0.000169864940549808,0.6167892042879385,6,0.8972017992853436
51,linear_quadratic,34,0.0004081641873396166,0.8547219743468334,6,0.8575463376088611
51,linear_quadratic,35,0.0009291487145043177,0.5797989485817949,6,0.9033668419030342
51,linear_quadratic,36,0.0021175400504925756,0.5653818333115992,6,0.9057696944480668
51,linear_quadratic,37,0.002073979925024771,0.5498995652701818,6,0.9083500724549697
51,linear_quadratic,38,0.0020653054663572977,0.5479319833632368,6,0.9086780027727939
51,linear_quadratic,39,0.00035919668487416784,0.34402381997461784,6,0.9426626966708971
51,linear_quadratic,40,0.0010641093441411949,0.27355662525920377,6,0.954407229123466
51,linear_quadratic,41,0.0018374147368062713,0.3136201451304095,6,0.9477299758115985
51,linear_quadratic,42,0.0023834278516508467,0.3319307756707129,6,0.9446782040548812
51,linear_quadratic,43,0.005273775571202015,0.2622722279960667,6,0.9562879620006556
51,linear_quadratic,44,0.005404896302214259,0.2539270904100113,6,0.9576788182649981
51,linear_quadratic,45,0.005316944775756175,0.2464911608209964,6,0.9589181398631673
51,linear_quadratic,46,0.004928170011908118,0.24173525134302026,6,0.95971079144283
51,linear_quadratic,47,0.0058582087987354885,0.21133151679025874,6,0.9647780805349568
51,linear_quadratic,48,0.005935794469870214,0.1904148271132716,6,0.9682641954811214
51,linear_quadratic,49,0.006548298719783429,0.18747724282310552,6,0.9687537928628157
51,linear_quadratic,50,0.00670230959358416,0.19672426703850523,6,0.9672126221602492
