layers,fidelity,cost,num_2qub_gates
1,0.542259244192186,110.3258757409185,8
2,0.7357167302768797,47.47539276102991,16
3,0.9429914675799039,18.47248648206444,24
4,0.9326606262066847,16.364038787502597,32
5,0.9255398092959436,15.073065998036476,40
6,0.9849338491219952,2.050249698108818,48
7,0.9868637855636097,0.47254029787259505,56
8,0.9910486812013016,0.19521745772040602,64
9,0.9993646476255555,0.010547409559166,72
10,1.0000000000000004,1.438340825761916e-18,80
11,1.0000000000000004,1.438340825761917e-18,88
12,1.0000000000000004,1.438340825761917e-18,96
13,1.0000000000000004,1.438340825761917e-18,104
14,1.0000000000000004,1.438340825761916e-18,112
15,1.0000000000000004,1.438340825761917e-18,120
