layers,fidelity,cost,num_2qub_gates
1,0.10871538521808977,25.86704232043263,16
2,0.1421292806282668,22.77784141172131,32
3,0.17778233932243326,16.041872377839475,48
4,0.2918741050800055,12.553877135308962,64
5,0.33125139694636246,11.417813123425605,80
6,0.33924470709739357,10.992255150806022,96
7,0.368903312652412,8.134236780883539,112
8,0.37048169579293194,7.9681613869856935,128
9,0.39004378712500876,7.629206342609313,144
10,0.403482098743218,7.381850345086113,160
11,0.43795830084419074,5.509824323950692,176
12,0.44020908847911955,5.315225296454125,192
13,0.44385584975290404,5.035012938718365,208
14,0.4522832225474046,4.917711226808732,224
15,0.4527760095487763,4.69266404508951,240
16,0.4563540317052088,4.6561101441541854,256
17,0.5719660757262625,4.334022812033595,272
18,0.8053677258860625,2.811248873875319,288
19,0.806242438929415,2.79809179269414,304
20,0.8546252502154918,1.98523584878172,320
21,0.8780755685937992,1.912298250252471,336
22,0.8853390570878485,1.8214735536309372,352
23,0.8876364389599446,1.798123508701444,368
24,0.8847313230844229,1.73563448182129,384
25,0.9498114949282866,1.142050947483392,400
26,0.9483346187480176,1.130114119289978,416
27,0.9486810800397762,1.129537878170938,432
28,0.943531329055393,0.9812263133740101,448
29,0.9283858900610473,0.938043461485738,464
30,0.9285591324366943,0.9245562510257,480
31,0.958336146702682,0.6889151833171361,496
32,0.9638055034881053,0.6369904610065481,512
33,0.9648221297612397,0.593715729997215,528
34,0.9648170882221394,0.592782120826833,544
35,0.9654148794099559,0.5535066683413601,560
36,0.9739364198663011,0.42901469056332503,576
37,0.9893418483869664,0.284243022572368,592
38,0.989124082804583,0.26925447949748305,608
39,0.9893728609355396,0.186865279660505,624
40,0.9895714503635669,0.17501493600345802,640
41,0.992452938892844,0.159082786746251,656
42,0.993054365515523,0.12616926631538802,672
43,0.9942850163126178,0.111751957254918,688
44,0.994695835721474,0.09698054580550601,704
45,0.9946136140158187,0.09568409777195401,720
46,0.994583331328146,0.09503491446834901,736
47,0.9946431515189071,0.09485855119945101,752
48,0.994327417282535,0.069133815632181,768
49,0.994315613061119,0.067675628370316,784
50,0.9937327448791544,0.065098291631268,800
