N,protocol,layers,fidelity,entropy,entropy_max,confidence
25,standard,1,0.15523561263110836,3.5575448709019115,4,0.11061378227452212
25,standard,2,0.19901774909031233,2.841823522423457,4,0.2895441193941357
25,standard,3,0.23143055411998065,2.7258394922623066,4,0.31854012693442335
25,standard,4,0.3444599077113169,2.5123148097019996,4,0.3719212975745001
25,standard,5,0.415534110944628,1.9392977781022003,4,0.5151755554744499
25,standard,6,0.41012632965076595,1.7988743478330016,4,0.5502814130417496
25,standard,7,0.34340352348354536,1.6222736064099577,4,0.5944315983975106
25,standard,8,0.44263366533001364,1.562529190882205,4,0.6093677022794488
25,standard,9,0.4425344230068123,1.5625219292047745,4,0.6093695176988063
25,standard,10,0.9999999999999976,3.52376925513513e-15,4,0.9999999999999991
25,standard,11,0.9999999999999976,3.52376925513513e-15,4,0.9999999999999991
25,standard,12,0.9999999999999976,3.52376925513513e-15,4,0.9999999999999991
25,standard,13,0.9999999999999976,3.52376925513513e-15,4,0.9999999999999991
25,standard,14,0.9999999999999976,3.52376925513513e-15,4,0.9999999999999991
25,standard,15,0.9999999999999976,3.52376925513513e-15,4,0.9999999999999991
