N,protocol,layers,fidelity,entropy,entropy_max,confidence
77,linear_quadratic,1,0.10466315562705074,4.869054998472046,6,0.18849083358799235
77,linear_quadratic,2,0.1429047058703275,4.4956630385070175,6,0.2507228269154971
77,linear_quadratic,3,0.17905426958556975,4.114361821568915,6,0.31427302973851423
77,linear_quadratic,4,0.2696112845688402,3.5974269777871006,6,0.40042883703548326
77,linear_quadratic,5,0.2680618300075449,3.608716096802652,6,0.39854731719955805
77,linear_quadratic,6,0.3483486043420386,2.881933407254415,6,0.5196777654575975
77,linear_quadratic,7,0.35424344757081083,2.790668261910364,6,0.5348886230149392
77,linear_quadratic,8,0.3345347170557215,2.735787850592163,6,0.5440353582346396
77,linear_quadratic,9,0.2990205906749789,2.2681683886518513,6,0.6219719352246915
77,linear_quadratic,10,0.4043418981663648,2.2511253043590527,6,0.6248124492734912
77,linear_quadratic,11,0.45205204238118496,2.418943919232144,6,0.596842680127976
77,linear_quadratic,12,0.4895961383207856,2.0880997100793977,6,0.6519833816534337
77,linear_quadratic,13,0.4895778145560366,2.072544054546693,6,0.6545759909088844
77,linear_quadratic,14,0.4810208610720315,2.1642185025683705,6,0.6392969162386049
77,linear_quadratic,15,0.4747687692478107,2.169590320725985,6,0.6384016132123358
77,linear_quadratic,16,0.5027297227589451,2.1367024352526016,6,0.6438829274578997
77,linear_quadratic,17,0.502999786142406,2.074512004420848,6,0.654247999263192
77,linear_quadratic,18,0.49940803518244054,2.178708888666548,6,0.6368818518889086
77,linear_quadratic,19,0.47464409061561874,2.2598044025678665,6,0.6233659329053556
77,linear_quadratic,20,0.5038425923808716,2.1593302096452307,6,0.6401116317257949
77,linear_quadratic,21,0.5279315719247222,2.0719463668564257,6,0.6546756055239291
77,linear_quadratic,22,0.5892638917641255,1.9649579996029936,6,0.6725070000661677
77,linear_quadratic,23,0.5778492731703132,1.9705817768193006,6,0.6715697038634498
77,linear_quadratic,24,0.6190795305020339,1.846325201832901,6,0.6922791330278498
77,linear_quadratic,25,0.7053161754309074,1.554043237635285,6,0.7409927937274525
77,linear_quadratic,26,0.7016466264862014,1.5556250958542654,6,0.7407291506909557
77,linear_quadratic,27,0.8136339643046742,1.3424378438830253,6,0.7762603593528291
77,linear_quadratic,28,0.8128902112595162,1.3455129656044142,6,0.7757478390659309
77,linear_quadratic,29,0.8568261431352868,1.113988434359686,6,0.8143352609400524
77,linear_quadratic,30,0.8581665452488555,1.1130325883851668,6,0.8144945686024722
77,linear_quadratic,31,0.822820249311204,1.2337745426188902,6,0.7943709095635183
77,linear_quadratic,32,0.8269667984259068,1.224655305782658,6,0.795890782369557
77,linear_quadratic,33,0.8439414366445264,1.1492897894867833,6,0.8084517017522028
77,linear_quadratic,34,0.8489359948114387,1.1063795865587382,6,0.8156034022402103
77,linear_quadratic,35,0.8099329105415095,1.1603279000808036,6,0.8066120166531994
77,linear_quadratic,36,0.8069547035623447,1.1225983980370449,6,0.8129002669938259
77,linear_quadratic,37,0.8323414600491004,1.0061830911769376,6,0.8323028181371771
77,linear_quadratic,38,0.8405281685102672,1.0002857727109646,6,0.8332857045481725
77,linear_quadratic,39,0.8353671154948554,1.0045922557064673,6,0.8325679573822554
77,linear_quadratic,40,0.8232287151052496,1.0401493074828734,6,0.8266417820861878
77,linear_quadratic,41,0.8192311719429087,1.0120704569017427,6,0.8313215905163762
77,linear_quadratic,42,0.8186731264295495,0.9727536327394587,6,0.8378743945434235
77,linear_quadratic,43,0.8032075069173146,1.0313978879579486,6,0.8281003520070086
77,linear_quadratic,44,0.751596006222762,1.1669893392991901,6,0.8055017767834683
77,linear_quadratic,45,0.7476199662777028,1.1692074404109187,6,0.8051320932648469
77,linear_quadratic,46,0.7611017159114327,1.1218795200625655,6,0.8130200799895724
77,linear_quadratic,47,0.7582137869928454,1.1400532897007578,6,0.809991118383207
77,linear_quadratic,48,0.785631978764783,1.0731184780445338,6,0.8211469203259111
77,linear_quadratic,49,0.7826201448212005,1.0778153733941818,6,0.8203641044343031
77,linear_quadratic,50,0.8202736473395944,0.9332540661335682,6,0.8444576556444053
