N,protocol,layers,fidelity,entropy,entropy_max,confidence
39,linear_quadratic,1,0.046635278528843006,3.322859261024635,5,0.335428147795073
39,linear_quadratic,2,0.05029922381323022,2.984922778363973,5,0.4030154443272054
39,linear_quadratic,3,0.015484558335624989,2.258082676113239,5,0.5483834647773522
39,linear_quadratic,4,0.0156366107657452,2.1471386313463037,5,0.5705722737307393
39,linear_quadratic,5,0.0011336368025825264,1.493671133264147,5,0.7012657733471706
39,linear_quadratic,6,0.0011859118767482929,1.5729244713588983,5,0.6854151057282203
39,linear_quadratic,7,0.006996900795424787,1.5971550838039523,5,0.6805689832392096
39,linear_quadratic,8,0.0012986707234140275,0.890308630094896,5,0.8219382739810208
39,linear_quadratic,9,0.0003608149946809625,0.7359419974730934,5,0.8528116005053813
39,linear_quadratic,10,0.002241186930635872,0.5720597921188703,5,0.885588041576226
39,linear_quadratic,11,0.008647014711542424,0.8744354110037508,5,0.8251129177992498
39,linear_quadratic,12,0.002339834602101449,0.6443461354414268,5,0.8711307729117146
39,linear_quadratic,13,0.0018747095656794048,0.6253159136963963,5,0.8749368172607208
39,linear_quadratic,14,0.00217708404807893,0.8030273636313217,5,0.8393945272737356
39,linear_quadratic,15,0.0015038995644574896,0.8429934206320875,5,0.8314013158735825
39,linear_quadratic,16,0.012121321290079574,0.8120995459794642,5,0.8375800908041071
39,linear_quadratic,17,0.012416614542260188,0.6438087894070865,5,0.8712382421185827
39,linear_quadratic,18,0.01795214414099398,0.99234681084648,5,0.801530637830704
39,linear_quadratic,19,0.01949906373749576,0.8503226866630693,5,0.8299354626673862
39,linear_quadratic,20,0.038280204393438245,1.0116532502733233,5,0.7976693499453353
39,linear_quadratic,21,0.04145294715197408,1.0631392565046405,5,0.7873721486990719
39,linear_quadratic,22,0.9435990109157912,0.465405675795357,5,0.9069188648409285
39,linear_quadratic,23,0.9417399720206032,0.4849882892614675,5,0.9030023421477065
39,linear_quadratic,24,0.947208864186736,0.4153260382762495,5,0.9169347923447501
39,linear_quadratic,25,0.9817077349844341,0.16981755070983529,5,0.9660364898580329
39,linear_quadratic,26,0.9839677509180825,0.1431231168437905,5,0.9713753766312418
39,linear_quadratic,27,0.9842545448300399,0.14005676175175097,5,0.9719886476496498
39,linear_quadratic,28,0.9833943472887661,0.14640882440692576,5,0.9707182351186149
39,linear_quadratic,29,0.9939282208744774,0.06273343100577398,5,0.9874533137988452
39,linear_quadratic,30,0.9930745353763799,0.06764868029407725,5,0.9864702639411845
