layers,fidelity,cost,num_2qub_gates
1,0.0021413856342814854,4588.5437440418245,24
2,0.00048568263222946505,4295.078540389473,48
3,0.0008661703118034585,3803.41392716088,72
4,2.230260132257036e-05,2261.103048912157,96
5,2.4353622845924917e-05,2259.119203446766,120
6,8.260771028353234e-05,2188.181043812078,144
7,4.425280432185963e-05,1829.6835741609245,168
8,0.00013292025337064743,1693.370781312398,192
9,4.511381707219292e-05,1578.389733465368,216
10,4.405708368413865e-05,1568.5134450679172,240
11,4.802877310997136e-05,907.4279326741045,264
12,2.4570338411190172e-06,847.2875041490079,288
13,6.275628110580736e-06,814.7622666794402,312
14,6.375167945171055e-06,799.6031376061555,336
15,2.4582972618498408e-05,694.6911516297444,360
16,2.4939069507578536e-05,471.31243781483215,384
17,2.3881757939204065e-05,460.5401356460467,408
18,1.8000679014218337e-05,379.27817899947763,432
19,2.2881349838136192e-05,368.52207062125956,456
20,4.234799372414809e-05,325.7446858248719,480
21,2.3814891641725862e-05,314.2651442585445,504
22,3.242274278190856e-05,311.3913762952908,528
23,2.3891327052866748e-05,279.0121357086083,552
24,2.398103690089393e-05,278.1906635940865,576
25,2.3030469868599112e-05,258.48731926932885,600
26,1.5474571578977875e-05,244.98075697653218,624
27,1.3245393608198904e-05,236.24952298240757,648
28,6.08715094505078e-05,213.73481115259494,672
29,4.819808181176486e-05,212.55476433800436,696
30,5.512644115754842e-05,208.71136955074212,720
31,6.861699366797055e-05,203.34844019373605,744
32,9.478887520724144e-06,152.59954478207632,768
33,6.064919674881256e-05,142.9203731165905,792
34,5.493405679824306e-05,141.0447744868509,816
35,3.7156598334051435e-05,131.5956770065524,840
36,2.490941118392302e-06,124.69540578901967,864
37,2.9941430378559776e-05,102.04267250647445,888
38,9.227392422661657e-06,95.62804376729176,912
39,1.1068510793493143e-06,93.3562945076433,936
40,1.946769825294756e-05,91.24127280138197,960
41,4.645086412038019e-05,81.48721797820303,984
42,4.1627067551143715e-05,75.47295320337372,1008
43,3.7683717197726126e-05,75.33798005469866,1032
44,2.9994782489324395e-05,68.80808012005761,1056
45,4.3917388343131476e-05,68.36432925577816,1080
46,4.834557198419881e-05,67.01722586734955,1104
47,3.5407837047576436e-05,58.089558874330606,1128
48,8.061590790746759e-05,49.333545716638916,1152
49,0.00011038805668527734,48.662738882727645,1176
50,0.00013440671961155272,47.158699395148716,1200
51,0.00012234265704424643,39.421690187538694,1224
52,0.00010797861657184076,38.85421413272876,1248
53,0.00013306434523096305,37.005683909935954,1272
54,0.00017748291024898943,35.93023640577482,1296
55,0.00017544543747214918,35.318060151689,1320
56,0.00015205390116945362,34.861020684102854,1344
57,6.196767489436496e-05,34.41034829499825,1368
58,2.5376462240012033e-05,33.63825680853576,1392
59,9.708437648821591e-05,32.36298079497635,1416
60,8.562421563159243e-05,32.04725610679518,1440
61,9.611946042706595e-05,31.953641175067368,1464
62,0.00010918345293471816,31.255938077405798,1488
63,0.00010059547081823868,31.167450363573266,1512
64,7.83383456517515e-05,31.040936166325537,1536
65,2.7308976504378027e-06,29.187804854497468,1560
66,3.5923995365470174e-06,28.682085358564652,1584
67,1.8382600911385195e-06,28.334412306649114,1608
68,6.87364561906548e-06,27.750280504112656,1632
69,1.679027493226827e-06,27.637095055690473,1656
70,2.0595934291209016e-05,27.212569459350195,1680
71,0.0001349389306455142,24.91514629269066,1704
72,3.964671713787187e-05,24.16757928679234,1728
73,4.0585407637987695e-05,24.16719571005421,1752
74,0.00010675576048795371,21.345230470589662,1776
75,0.00012362456657426192,21.315206355885707,1800
76,0.0001623063738817146,20.882968882623526,1824
77,0.000127353040848258,20.783823908804656,1848
78,0.00015348470812590764,20.233904472675277,1872
79,0.00015335558455216339,20.00511998517521,1896
80,0.00015107607640104048,20.004177042473696,1920
81,0.0001291556313315448,19.78969717485381,1944
82,0.00013349094941300673,19.78109583912454,1968
83,0.0001342229563165334,19.779781142433674,1992
84,0.00013431204348710884,19.779494854149647,2016
85,0.00013431204308117023,19.779494854149604,2040
86,0.0001347801017742569,19.779017718927896,2064
87,0.0001643173443567199,18.258113703649304,2088
88,9.460436385476338e-05,18.177812264219163,2112
89,0.00016840709728915988,17.865547762992698,2136
90,0.0001848798240627431,17.7279844623617,2160
91,0.00022216032523027213,17.698525510891027,2184
92,0.0002371179841104957,17.65460171134018,2208
93,0.0005966260879496164,16.90638549344755,2232
94,0.0005985280797690142,16.827277033772585,2256
95,0.0005989876484460928,16.826506132586662,2280
96,0.0005989876484460928,16.82650613258666,2304
97,0.0005989876484460928,16.82650613258666,2328
98,0.0014295285263070867,16.289823048369563,2352
99,0.001584442217212953,15.920162729465162,2376
100,0.0015973249596477237,15.914783361842762,2400
