N,protocol,layers,fidelity,entropy,entropy_max,confidence
115,linear_quadratic,1,0.0008635478552960548,6.220978942689313,8,0.22237763216383588
115,linear_quadratic,2,0.0015034473122143425,6.086661418294783,8,0.2391673227131521
115,linear_quadratic,3,0.00032298283091930285,5.03391811312386,8,0.37076023585951745
115,linear_quadratic,4,0.0005990319424398211,5.019615144247231,8,0.3725481069690961
115,linear_quadratic,5,0.0007987403622884546,4.911428832379415,8,0.3860713959525731
115,linear_quadratic,6,0.001492996042756698,4.995980460929774,8,0.3755024423837783
115,linear_quadratic,7,0.003081996490024342,5.510555421168669,8,0.3111805723539164
115,linear_quadratic,8,0.003005167721215472,5.599245012554309,8,0.3000943734307113
115,linear_quadratic,9,0.002855473018671949,5.774599209227029,8,0.2781750988466214
115,linear_quadratic,10,0.003342652411198268,5.895677931953488,8,0.26304025850581403
115,linear_quadratic,11,0.001793071262003386,5.603325386355924,8,0.2995843267055095
115,linear_quadratic,12,0.0025023691244229853,5.700115792285476,8,0.28748552596431554
115,linear_quadratic,13,0.0016204403972855798,5.314606823953062,8,0.3356741470058673
115,linear_quadratic,14,0.0015984216057171677,5.3487647175562,8,0.33140441030547496
115,linear_quadratic,15,0.0010123372658934948,5.0665046598582535,8,0.3666869175177183
115,linear_quadratic,16,0.0016457634570330717,5.163358510345731,8,0.35458018620678367
115,linear_quadratic,17,0.001363839353421564,5.105849865592074,8,0.3617687668009908
115,linear_quadratic,18,0.0009711434735090702,4.94225513360685,8,0.3822181082991437
115,linear_quadratic,19,0.0005349850525647036,5.044720602753588,8,0.36940992465580147
115,linear_quadratic,20,0.0007813536960430401,4.981992876519112,8,0.37725089043511095
115,linear_quadratic,21,0.0003877360063311626,4.855414122920416,8,0.39307323463494803
115,linear_quadratic,22,0.0003635988915977653,4.8505746080896595,8,0.39367817398879257
115,linear_quadratic,23,0.00034441906879620663,4.808703807195817,8,0.39891202410052284
115,linear_quadratic,24,0.0002721646653500292,4.949359475474347,8,0.3813300655657066
115,linear_quadratic,25,0.0003394881840661975,4.710373997016464,8,0.41120325037294203
115,linear_quadratic,26,0.0002885099438479303,4.64869649337811,8,0.41891293832773624
115,linear_quadratic,27,0.00022060670471500148,4.634589270133968,8,0.42067634123325404
115,linear_quadratic,28,0.0008876210388751199,4.773200141393603,8,0.40334998232579966
115,linear_quadratic,29,0.0009096136813770121,4.91706217691801,8,0.3853672278852488
115,linear_quadratic,30,8.310499445240399e-05,3.0357845591946324,8,0.620526930100671
115,linear_quadratic,31,0.0004798115726143546,2.5916217170300673,8,0.6760472853712416
115,linear_quadratic,32,0.0004587012827637171,2.593047568154025,8,0.6758690539807468
115,linear_quadratic,33,0.000662180217388456,2.7356338098142112,8,0.6580457737732236
115,linear_quadratic,34,0.00021114174516353263,2.867871733511391,8,0.6415160333110761
115,linear_quadratic,35,0.00023082301385699016,2.929220677871154,8,0.6338474152661058
115,linear_quadratic,36,0.00040795670838632037,3.08084881369082,8,0.6148938982886475
115,linear_quadratic,37,0.0003249405345799069,3.1011048812763273,8,0.612361889840459
115,linear_quadratic,38,0.0008707087668832584,3.3352709613956484,8,0.5830911298255439
115,linear_quadratic,39,0.0008642281463655225,3.310093898579648,8,0.586238262677544
115,linear_quadratic,40,0.0014353580951640666,2.842857571040413,8,0.6446428036199483
115,linear_quadratic,41,0.0015060310315695223,2.722358307386886,8,0.6597052115766393
115,linear_quadratic,42,0.00036690663846033274,2.5251955918089872,8,0.6843505510238765
115,linear_quadratic,43,0.0001349553714071577,2.2834272892925602,8,0.71457158883843
115,linear_quadratic,44,0.00011056067601626545,2.2541227819139893,8,0.7182346522607513
115,linear_quadratic,45,0.00016430745791503793,2.373127132473084,8,0.7033591084408646
