layers,fidelity,cost,num_2qub_gates
1,0.022077612007990462,1934.541313047959,130
2,0.02845927895652217,1364.5609030143714,260
3,0.03644499848930773,929.9733537496687,390
4,0.04195737059507228,670.0602622183621,520
5,0.045267598197806035,483.2665852206355,650
6,0.049125807174733416,377.19642344066733,780
7,0.05581858576500966,313.4045812602459,910
8,0.06771709624341249,265.78424516165023,1040
9,0.07994178515502993,221.8510635083927,1170
10,0.09102538813718979,184.32291369848147,1300
11,0.09913973548782505,153.5432397212297,1430
12,0.09712973595467105,135.5322172954682,1560
13,0.10616395667447023,118.52240944404679,1690
14,0.11015651974574735,110.81320605705645,1820
15,0.11505862604639115,105.29396263058835,1950
16,0.1309969116901896,98.16373463614443,2080
17,0.13519071321553663,96.31029361787967,2210
18,0.1408911843860879,86.12981733651912,2340
19,0.15369922957285803,79.29595294059976,2470
20,0.16551834899317444,73.24085577665109,2600
21,0.17472313140304271,64.17830745060968,2730
22,0.17733329725110236,63.00535834447234,2860
23,0.17914226671940137,62.62968072468212,2990
24,0.21735951947675322,54.65313231872234,3120
25,0.2377679822495849,51.1589449478565,3250
26,0.2305635632937383,48.11909386822686,3380
27,0.23859453491168092,46.05180659572993,3510
28,0.2570162378644931,35.54428700982303,3640
29,0.2456719403240234,31.871925474070252,3770
30,0.24932398861499075,28.863831011368262,3900
31,0.251316486965987,28.696068481796527,4030
32,0.24996808110845,26.523891218739045,4160
33,0.25323509381268644,24.949998012975062,4290
34,0.25257643735158364,24.75773287634567,4420
35,0.25955570099693004,22.148103932138156,4550
36,0.22281140679478809,19.106529312257187,4680
37,0.23022147644181282,18.28000979678768,4810
38,0.2312526158797555,17.057674949086593,4940
39,0.23215018743322996,17.034848814212683,5070
40,0.2362433905726025,16.36410661039921,5200
41,0.2568403875691547,15.12985142088208,5330
42,0.25377276806034815,14.791508585883744,5460
43,0.26149396141722314,14.637080006496848,5590
44,0.2832543881003681,13.707314784254326,5720
45,0.289672974840767,13.560074969292504,5850
46,0.30756853487808145,13.523256797362919,5980
47,0.3377927626603333,12.226684596121844,6110
48,0.4018787197552491,11.744652589618322,6240
49,0.3935838877386799,10.910793784110076,6370
50,0.3999820898672705,10.891138634162168,6500
