layers,fidelity,cost,num_2qub_gates
1,0.026462681527808958,48.98238660796348,24
2,0.03360984419172032,45.081705629187894,48
3,0.034060108330543244,43.967335644723505,72
4,0.021851056546301467,41.015588127128865,96
5,0.01577344213139608,40.448088601171804,120
6,0.01811695535474264,40.10238313011134,144
7,0.0015463586300896639,34.615153045951004,168
8,0.0029078721207994526,34.204198981360484,192
9,0.014316405841316502,29.204031158847343,216
10,0.012067383366824651,28.749813095983683,240
11,0.012070985462992677,28.748431324200034,264
12,0.012072490084733451,28.74814748717705,288
13,0.012073241768824225,28.748145796209982,312
14,0.012073577370117737,28.74814548462862,336
15,0.022011021479187647,23.977540485618107,360
16,0.024633040268585486,18.429435260578334,384
17,0.024655125363306888,17.42266267201638,408
18,0.023565439593386434,17.379661714460166,432
19,0.040442282114184526,16.697301285156534,456
20,0.006638550694863273,13.890024889675605,480
21,0.00721553796770432,13.801521868011971,504
22,0.007691215641073307,13.775247489372981,528
23,0.004050037165104786,12.666254070013716,552
24,0.004344322283967275,12.654996626339589,576
25,0.003667510493195227,12.226907225233294,600
26,0.004911354713310236,12.039752319125423,624
27,0.004625160745598435,11.682720153274186,648
28,0.0010617525876154728,11.234363352827557,672
29,0.0014681708434742592,11.054732274971418,696
30,0.0016595963069847897,10.512834354225234,720
31,0.0014188284632867991,10.433271207900912,744
32,0.0013417601775929737,10.418446071378579,768
33,0.003726199109156265,9.014057847803166,792
34,0.0031707955393023212,8.920258679143501,816
35,0.0030729860109626845,8.906257476454421,840
36,0.0019082266551392376,8.663844603360406,864
37,0.001941833620057371,8.639203643876428,888
38,0.002072335350011663,8.57699448633387,912
39,0.002949976263168316,7.847261133256071,936
40,0.003153928645316448,7.834702522887513,960
41,0.0029033916892723553,7.520150931344784,984
42,0.0036260618959247084,7.502452251937889,1008
43,0.003614423331952924,7.4588631339895155,1032
44,0.004068350282561884,7.405373817046948,1056
45,0.004540528223673063,7.390439776465613,1080
46,0.0036298557520762034,7.2553982751,1104
47,0.0032560924021106824,7.176166296827741,1128
48,0.002335425522376571,7.10749049589143,1152
49,0.0024173083604699446,7.076856033077908,1176
50,0.002431493221498639,7.058914815966664,1200
51,0.0049325710910444074,6.894154777241093,1224
52,0.004955114648376624,6.880024741481523,1248
53,0.006733489460988638,6.622632539423522,1272
54,0.007079200846972601,6.607954667054856,1296
55,0.007058093023868955,6.573941305626535,1320
56,0.006878789055101464,6.3395099582824255,1344
57,0.003878469913880934,6.156819629238703,1368
58,0.0038632101545065115,6.08774026783436,1392
59,0.003095244215576547,6.077815206369184,1416
60,0.003546563372482195,6.075093629178417,1440
61,0.01321261946641991,5.8520401864341025,1464
62,0.010484611800899322,5.7965041258957015,1488
63,0.010806190510318085,5.786341001540381,1512
64,0.009490717580100162,5.75393291762428,1536
65,0.008873543381539456,5.740783565263683,1560
66,0.010088480770395336,5.650255978351594,1584
67,0.009398841390647311,5.599615006711982,1608
68,0.0101029090640036,5.582569114058659,1632
69,0.010030385437355396,5.5800225818704465,1656
70,0.01003099938355423,5.580019440499582,1680
71,0.014851578586139056,5.5233579866338225,1704
72,0.015043071768560571,5.513539508893086,1728
73,0.015244599629408417,5.513005044158895,1752
74,0.5767537101516808,3.30327804583631,1776
75,0.7423118473996158,2.5097183137132113,1800
