N,protocol,layers,fidelity,entropy,entropy_max,confidence
87,linear_abs,1,0.026462681527808958,5.742584116714888,7,0.17963084046930167
87,linear_abs,2,0.03360984419172032,5.961867734768894,7,0.14830460931872935
87,linear_abs,3,0.034060108330543244,6.037791344979713,7,0.1374583792886125
87,linear_abs,4,0.021851056546301467,5.80198291558131,7,0.1711452977740986
87,linear_abs,5,0.01577344213139608,5.630510385398942,7,0.19564137351443678
87,linear_abs,6,0.01811695535474264,5.715605987176865,7,0.18348485897473366
87,linear_abs,7,0.0015463586300896639,5.415929371975441,7,0.22629580400350846
87,linear_abs,8,0.0029078721207994526,5.5235933574514675,7,0.21091523464979034
87,linear_abs,9,0.014316405841316502,5.435754551486806,7,0.22346363550188486
87,linear_abs,10,0.012067383366824651,5.375186938090964,7,0.23211615170129085
87,linear_abs,11,0.012070985462992677,5.374906372400619,7,0.23215623251419726
87,linear_abs,12,0.012072490084733451,5.374833478006925,7,0.2321666459990107
87,linear_abs,13,0.012073241768824225,5.374809582913359,7,0.23217005958380577
87,linear_abs,14,0.012073577370117737,5.374819940645998,7,0.23216857990771456
87,linear_abs,15,0.022011021479187647,5.196103439925687,7,0.2576995085820447
87,linear_abs,16,0.024633040268585486,4.136963669701371,7,0.4090051900426612
87,linear_abs,17,0.024655125363306888,3.947602172506397,7,0.4360568324990861
87,linear_abs,18,0.023565439593386434,3.9313342771960786,7,0.4383808175434173
87,linear_abs,19,0.040442282114184526,4.074837049500052,7,0.4178804214999926
87,linear_abs,20,0.006638550694863273,3.3611741597858367,7,0.5198322628877377
87,linear_abs,21,0.00721553796770432,3.395737885708415,7,0.5148945877559408
87,linear_abs,22,0.007691215641073307,3.401482792119407,7,0.5140738868400847
87,linear_abs,23,0.004050037165104786,2.9120009782505645,7,0.5839998602499193
87,linear_abs,24,0.004344322283967275,2.9272719622657974,7,0.5818182911048861
87,linear_abs,25,0.003667510493195227,2.871576371594444,7,0.5897748040579366
87,linear_abs,26,0.004911354713310236,2.867499490615506,7,0.5903572156263563
87,linear_abs,27,0.004625160745598435,2.821204095815635,7,0.5969708434549093
87,linear_abs,28,0.0010617525876154728,2.790151247647641,7,0.6014069646217656
87,linear_abs,29,0.0014681708434742592,2.7124016955077437,7,0.6125140434988938
87,linear_abs,30,0.0016595963069847897,2.656418120726031,7,0.6205116970391384
87,linear_abs,31,0.0014188284632867991,2.7380779387307466,7,0.6088460087527505
87,linear_abs,32,0.0013417601775929737,2.769209517779467,7,0.604398640317219
87,linear_abs,33,0.003726199109156265,2.3214573889075694,7,0.6683632301560616
87,linear_abs,34,0.0031707955393023212,2.406009025197883,7,0.656284424971731
