N,protocol,layers,fidelity,entropy,entropy_max,confidence
51,linear_abs,1,0.0123254503154242,5.1502032613714865,6,0.1416327897714189
51,linear_abs,2,0.0006377582825187378,3.5770575365533452,6,0.40382374390777576
51,linear_abs,3,0.00046826898714366535,3.405477186758638,6,0.43242046887356034
51,linear_abs,4,0.00045344825615119857,2.8460545131870307,6,0.5256575811354949
51,linear_abs,5,0.0004008708721013797,2.8248912902094943,6,0.5291847849650844
51,linear_abs,6,0.00042477690404341026,2.759649517703854,6,0.5400584137160243
51,linear_abs,7,0.00028057153169147873,3.2367278006721247,6,0.46054536655464584
51,linear_abs,8,0.0002237192068501099,3.4417859864411637,6,0.426369002259806
51,linear_abs,9,0.004742705307845484,3.6863653374592773,6,0.38560577709012045
51,linear_abs,10,0.01031444265205638,3.701912652364984,6,0.3830145579391694
51,linear_abs,11,0.0003922330442142297,2.7992295190495913,6,0.5334617468250682
51,linear_abs,12,0.00036320860182309056,2.8609953253299123,6,0.523167445778348
51,linear_abs,13,0.0022329932166284304,2.251530803676046,6,0.6247448660539923
51,linear_abs,14,0.002381430221679199,2.320076509090418,6,0.6133205818182637
51,linear_abs,15,0.002282440489261872,2.2810315685478044,6,0.6198280719086993
51,linear_abs,16,0.0010470498075625689,1.9101759194302368,6,0.6816373467616272
51,linear_abs,17,0.004941340550617002,1.1073319473474812,6,0.8154446754420864
51,linear_abs,18,0.007287179160049775,1.0479278347161078,6,0.8253453608806487
51,linear_abs,19,0.009509714866294157,1.1252724759906272,6,0.8124545873348955
51,linear_abs,20,0.009381086996719742,1.159724682195438,6,0.806712552967427
51,linear_abs,21,0.009749812065280297,1.164293769905484,6,0.805951038349086
51,linear_abs,22,0.00588831720570478,1.3599077900529752,6,0.7733487016578374
51,linear_abs,23,0.009824170309972367,1.2834960893557368,6,0.7860839851073772
51,linear_abs,24,0.007329773618073502,1.2434581323743266,6,0.7927569779376122
51,linear_abs,25,0.01382546721155829,1.2700618305999145,6,0.7883230282333475
51,linear_abs,26,0.014018040939855293,1.2722796574290045,6,0.7879533904284992
51,linear_abs,27,0.01323695848512211,1.3466631961168012,6,0.7755561339805331
51,linear_abs,28,0.01770624394450854,1.6390105692199688,6,0.7268315717966718
51,linear_abs,29,0.026829359086645892,1.6521381630737129,6,0.7246436394877145
51,linear_abs,30,0.02090695298674591,1.36244840779755,6,0.772925265367075
51,linear_abs,31,0.03016625370692687,1.4043075661216498,6,0.765948738979725
51,linear_abs,32,0.0061824393666715565,0.8622956545250675,6,0.8562840575791554
51,linear_abs,33,0.0046151233534994715,0.7277166378313713,6,0.8787138936947715
51,linear_abs,34,0.006606215169186636,0.7080917551301975,6,0.8819847074783004
51,linear_abs,35,0.010907410333229308,0.7240443759421861,6,0.8793259373429689
51,linear_abs,36,0.012715670170715013,0.7356001221424132,6,0.8773999796429311
51,linear_abs,37,0.014777751706645454,0.7681211735821951,6,0.8719798044029675
51,linear_abs,38,0.014861466749935097,0.7710979280389325,6,0.871483678660178
51,linear_abs,39,0.014009494535836243,0.8632064326591008,6,0.8561322612234832
51,linear_abs,40,0.01663558350606793,0.8021958550427984,6,0.8663006908262003
51,linear_abs,41,0.016878758981426625,0.8013257201289327,6,0.8664457133118446
51,linear_abs,42,0.01675495038305287,0.8000668427966795,6,0.8666555262005534
51,linear_abs,43,0.12246943310640426,0.8807044314345703,6,0.8532159280942383
51,linear_abs,44,0.1333880582387992,0.9230428451115121,6,0.846159525814748
51,linear_abs,45,0.12310216987428502,0.8675854775635986,6,0.8554024204060668
51,linear_abs,46,0.10708258751137319,0.8156593137652519,6,0.8640567810391246
51,linear_abs,47,0.10957302107517727,0.8099457610568837,6,0.8650090398238527
51,linear_abs,48,0.16785244734628763,1.059214700297531,6,0.8234642166170781
51,linear_abs,49,0.9408628143918603,0.4549245937622863,6,0.9241792343729522
51,linear_abs,50,0.9421232783626261,0.4430713522987962,6,0.9261547746168673
51,linear_abs,51,0.9348451350904057,0.470188411486738,6,0.9216352647522104
51,linear_abs,52,0.9876086884368199,0.1377276701589671,6,0.9770453883068388
51,linear_abs,53,0.9900203700316078,0.11351444041656351,6,0.9810809265972394
51,linear_abs,54,0.991252488959013,0.09856828711276841,6,0.983571952147872
51,linear_abs,55,0.9924724779354399,0.0869380114508683,6,0.9855103314248553
51,linear_abs,56,0.9962833015562031,0.04768597771688241,6,0.9920523370471863
51,linear_abs,57,0.9974595164336103,0.032125752700992084,6,0.994645707883168
51,linear_abs,58,0.9983278239341886,0.023205623181672706,6,0.9961323961363879
51,linear_abs,59,0.9984471029758788,0.0218028713009112,6,0.9963661881165148
51,linear_abs,60,0.9984629121140085,0.021603967570613423,6,0.996399338738231
51,linear_abs,61,0.9984708571832468,0.021507764343927937,6,0.9964153726093453
51,linear_abs,62,0.9984743000433788,0.021466924715799522,6,0.9964221792140334
51,linear_abs,63,0.9985354900346599,0.020756785101653186,6,0.9965405358163911
51,linear_abs,64,0.9985404610603248,0.020700095505722785,6,0.9965499840823795
51,linear_abs,65,0.9985439446440344,0.02066086626115692,6,0.9965565222898072
51,linear_abs,66,0.9985462782913254,0.02063487100034631,6,0.9965608548332756
51,linear_abs,67,0.9985475049646901,0.02062147055218267,6,0.9965630882413029
51,linear_abs,68,0.9999999999999996,6.411444303765841e-16,6,0.9999999999999999
51,linear_abs,69,0.9999999999999996,6.411444303765841e-16,6,0.9999999999999999
51,linear_abs,70,0.9999999999999996,6.411444303765841e-16,6,0.9999999999999999
